"photoID";"userID";"dateTaken";"poiID";"poiTheme";"poiFreq";"seqID"
11116279693;"22853276@N05";1385712555;134;"Leisure/Recreation";62;535
11116165654;"22853276@N05";1385712974;135;"Leisure/Recreation";34;535
11116175104;"22853276@N05";1385713380;135;"Leisure/Recreation";34;535
11116167876;"22853276@N05";1385713653;135;"Leisure/Recreation";34;535
11116200524;"22853276@N05";1385714147;135;"Leisure/Recreation";34;535
11116154055;"22853276@N05";1385715336;135;"Leisure/Recreation";34;535
11116165935;"22853276@N05";1385715399;135;"Leisure/Recreation";34;535
11116238904;"22853276@N05";1385715416;135;"Leisure/Recreation";34;535
2578790889;"22887802@N07";1213414574;131;"Place Of Assembly";331;536
2579621886;"22887802@N07";1213414644;84;"Mixed Use";336;536
5548212350;"22980078@N04";1300239922;116;"Place Of Assembly";3;537
7695599332;"23033288@N05";1343526735;230;"Community Use";476;538
7912619848;"23033288@N05";1345164293;231;"Place Of Assembly";121;539
8874457353;"23033288@N05";1369801858;189;"Place Of Assembly";765;540
8877328610;"23033288@N05";1369822430;189;"Place Of Assembly";765;540
9638580785;"23033288@N05";1377995455;230;"Community Use";476;541
9667364813;"23033288@N05";1378268527;230;"Community Use";476;542
9668163695;"23033288@N05";1378278985;228;"Leisure/Recreation";156;542
11441472685;"23033288@N05";1387405911;87;"Place of Worship";81;543
12298629644;"23033288@N05";1391482985;181;"Leisure/Recreation";7;544
12300918213;"23033288@N05";1391497897;84;"Mixed Use";336;544
12515123323;"23033288@N05";1392359799;84;"Mixed Use";336;545
12530570615;"23033288@N05";1392428006;214;"Leisure/Recreation";5;546
12597937594;"23033288@N05";1392670411;181;"Leisure/Recreation";7;547
12735654293;"23033288@N05";1393208640;181;"Leisure/Recreation";7;548
12843779084;"23033288@N05";1393628889;65;"Community Use";500;549
13462306454;"23033288@N05";1395991507;165;"Transport";42;550
2933931702;"23059063@N00";1223790788;90;"Community Use";396;551
8028796712;"23073717@N07";1341758683;61;"Transport";122;552
8028923557;"23073717@N07";1341846141;80;"Place Of Assembly";129;553
8028941314;"23073717@N07";1341901289;80;"Place Of Assembly";129;554
8028966315;"23073717@N07";1342100384;80;"Place Of Assembly";129;555
12044087265;"23073717@N07";1342358458;150;"Community Use";258;556
8042711953;"23073717@N07";1342362832;150;"Community Use";258;556
8046180482;"23073717@N07";1342602338;88;"Place Of Assembly";53;557
12493110733;"23073717@N07";1342613926;231;"Place Of Assembly";121;557
8376706;"23245161@N00";1106412423;120;"Leisure/Recreation";357;558
2180299692;"23245161@N00";1198627809;76;"Leisure/Recreation";367;559
2180300036;"23245161@N00";1198628051;76;"Leisure/Recreation";367;559
2179511657;"23245161@N00";1198632529;100;"Place Of Assembly";10;559
2179512141;"23245161@N00";1198674936;99;"Leisure/Recreation";386;560
2180299364;"23245161@N00";1199866455;76;"Leisure/Recreation";367;561
2210872552;"23245161@N00";1200618820;120;"Leisure/Recreation";357;562
2210078073;"23245161@N00";1200630130;120;"Leisure/Recreation";357;562
2210873134;"23245161@N00";1200631799;120;"Leisure/Recreation";357;562
2210078373;"23245161@N00";1200710447;120;"Leisure/Recreation";357;563
2210873386;"23245161@N00";1200716234;120;"Leisure/Recreation";357;563
2210078609;"23245161@N00";1200721016;120;"Leisure/Recreation";357;563
2210873656;"23245161@N00";1200723189;120;"Leisure/Recreation";357;563
2210873772;"23245161@N00";1200746177;121;"Leisure/Recreation";48;563
2210873996;"23245161@N00";1200757761;121;"Leisure/Recreation";48;563
2210079217;"23245161@N00";1200758431;121;"Leisure/Recreation";48;563
2210874262;"23245161@N00";1200763832;121;"Leisure/Recreation";48;563
2233670849;"23245161@N00";1200799061;201;"Mixed Use";104;564
2233671605;"23245161@N00";1201850044;120;"Leisure/Recreation";357;565
3150001035;"23245161@N00";1221820461;76;"Leisure/Recreation";367;566
3150834220;"23245161@N00";1221822500;76;"Leisure/Recreation";367;566
3850105375;"23245161@N00";1250843261;103;"Purpose Built";32;567
3850966382;"23245161@N00";1250846922;103;"Purpose Built";32;567
4875377222;"23594111@N02";1281148392;230;"Community Use";476;568
2397978816;"23727693@N05";1207400479;189;"Place Of Assembly";765;569
6914915369;"23806189@N00";1328070232;163;"Transport";91;570
6914915819;"23806189@N00";1328070289;202;"Transport";358;570
6914916737;"23806189@N00";1328073853;35;"Community Use";349;570
6914917069;"23806189@N00";1328074045;188;"Place of Worship";225;570
6914917367;"23806189@N00";1328074168;230;"Community Use";476;570
6914918829;"23806189@N00";1328159818;224;"Mixed Use";137;571
6914919527;"23806189@N00";1328160672;223;"Leisure/Recreation";204;571
6914920119;"23806189@N00";1328161373;223;"Leisure/Recreation";204;571
6914921989;"23806189@N00";1328170390;35;"Community Use";349;571
6914923029;"23806189@N00";1328230283;7;"Place of Worship";72;572
6958417995;"23806189@N00";1328683084;224;"Mixed Use";137;573
9688016687;"23809369@N08";1356388862;230;"Community Use";476;574
9691258036;"23809369@N08";1356389084;230;"Community Use";476;574
9688019799;"23809369@N08";1356389241;99;"Leisure/Recreation";386;574
9688021199;"23809369@N08";1356389407;231;"Place Of Assembly";121;574
9691262780;"23809369@N08";1356389665;99;"Leisure/Recreation";386;574
9688024375;"23809369@N08";1356389704;99;"Leisure/Recreation";386;574
9688025897;"23809369@N08";1356389769;99;"Leisure/Recreation";386;574
9691267222;"23809369@N08";1356389997;99;"Leisure/Recreation";386;574
9688028561;"23809369@N08";1356390203;188;"Place of Worship";225;574
9688029805;"23809369@N08";1356390299;188;"Place of Worship";225;574
9688031031;"23809369@N08";1356390406;188;"Place of Worship";225;574
9688035909;"23809369@N08";1356392877;35;"Community Use";349;574
9691277922;"23809369@N08";1356392963;35;"Community Use";349;574
9688038995;"23809369@N08";1356393003;35;"Community Use";349;574
9691280822;"23809369@N08";1356393944;90;"Community Use";396;574
9691282198;"23809369@N08";1356394019;90;"Community Use";396;574
9691284888;"23809369@N08";1356405518;84;"Mixed Use";336;574
9688048009;"23809369@N08";1356405859;228;"Leisure/Recreation";156;574
9688054887;"23809369@N08";1356426723;188;"Place of Worship";225;574
9691296216;"23809369@N08";1356426739;188;"Place of Worship";225;574
9691297590;"23809369@N08";1356429324;131;"Place Of Assembly";331;574
9688060815;"23809369@N08";1356435140;3;"Place Of Assembly";8;574
9691303064;"23809369@N08";1356435238;3;"Place Of Assembly";8;574
9688064571;"23809369@N08";1356435271;3;"Place Of Assembly";8;574
9691306970;"23809369@N08";1356435355;3;"Place Of Assembly";8;574
9691309162;"23809369@N08";1356435435;29;"Place of Worship";57;574
9691319800;"23809369@N08";1356569735;47;"Retail";473;575
9691320952;"23809369@N08";1356580013;4;"Leisure/Recreation";96;575
9691322096;"23809369@N08";1356580790;220;"Place Of Assembly";197;575
9688082535;"23809369@N08";1356580904;220;"Place Of Assembly";197;575
9691324448;"23809369@N08";1356581323;124;"Place Of Assembly";187;575
9688085219;"23809369@N08";1356585254;208;"Leisure/Recreation";51;575
9691327132;"23809369@N08";1356585543;62;"Place Of Assembly";113;575
9688087617;"23809369@N08";1356585568;62;"Place Of Assembly";113;575
9691329436;"23809369@N08";1356585789;136;"Transport";327;575
9688090429;"23809369@N08";1356586796;87;"Place of Worship";81;575
9691332234;"23809369@N08";1356586934;87;"Place of Worship";81;575
9691333360;"23809369@N08";1356587412;87;"Place of Worship";81;575
9688094103;"23809369@N08";1356587822;87;"Place of Worship";81;575
9691335976;"23809369@N08";1356587908;87;"Place of Worship";81;575
9691337690;"23809369@N08";1356588838;216;"Place Of Assembly";25;575
9691359538;"23809369@N08";1356651844;150;"Community Use";258;576
9688120119;"23809369@N08";1356652388;150;"Community Use";258;576
9688121175;"23809369@N08";1356652774;150;"Community Use";258;576
9688122277;"23809369@N08";1356653004;150;"Community Use";258;576
9691363942;"23809369@N08";1356653111;150;"Community Use";258;576
9691365136;"23809369@N08";1356662553;35;"Community Use";349;576
9688127051;"23809369@N08";1356663796;38;"Community Use";455;576
5303138458;"23875378@N06";1293316590;95;"Purpose Built";116;577
5303143382;"23875378@N06";1293355972;95;"Purpose Built";116;578
5302545643;"23875378@N06";1293380340;57;"Place Of Assembly";58;578
5302546047;"23875378@N06";1293382884;224;"Mixed Use";137;578
5302546501;"23875378@N06";1293382937;99;"Leisure/Recreation";386;578
5303141000;"23875378@N06";1293383586;229;"Mixed Use";37;578
5303141524;"23875378@N06";1293385816;230;"Community Use";476;578
5302547813;"23875378@N06";1293391350;55;"Place Of Assembly";40;578
5303144252;"23875378@N06";1293531794;99;"Leisure/Recreation";386;579
381496489;"23956016@N00";1170746455;35;"Community Use";349;580
5844495824;"23956016@N00";1308372853;200;"Education Centre";39;581
5843952413;"23956016@N00";1308372870;200;"Education Centre";39;581
7179932936;"23956016@N00";1336794661;202;"Transport";358;582
8824452006;"23956016@N00";1369405469;65;"Community Use";500;583
8813864609;"23956016@N00";1369406032;202;"Transport";358;583
8813866737;"23956016@N00";1369407455;12;"Place of Worship";95;583
8824458694;"23956016@N00";1369408192;65;"Community Use";500;583
8813870755;"23956016@N00";1369409203;65;"Community Use";500;583
8813873047;"23956016@N00";1369411245;65;"Community Use";500;583
8824470498;"23956016@N00";1369412548;202;"Transport";358;583
11490213893;"23956016@N00";1387652294;61;"Transport";122;584
14012602191;"23956016@N00";1398467207;90;"Community Use";396;585
14030148775;"23956016@N00";1398556404;11;"Place of Worship";35;586
10922520144;"24011587@N06";1384739550;235;"Retail";529;587
3773219753;"24017046@N05";1248264564;90;"Community Use";396;588
3991830808;"24017046@N05";1253237744;13;"Place of Worship";33;589
3991074353;"24017046@N05";1254122592;13;"Place of Worship";33;590
3991866370;"24017046@N05";1254795014;13;"Place of Worship";33;591
3991109607;"24017046@N05";1254795201;13;"Place of Worship";33;591
4480055477;"24017046@N05";1267332360;56;"Place Of Assembly";12;592
7605885088;"24122821@N05";1319580625;230;"Community Use";476;593
7605885506;"24122821@N05";1319580754;230;"Community Use";476;593
7605885976;"24122821@N05";1319580858;230;"Community Use";476;593
7605886558;"24122821@N05";1319581097;230;"Community Use";476;593
7605887098;"24122821@N05";1319581326;230;"Community Use";476;593
7605887774;"24122821@N05";1319581450;230;"Community Use";476;593
7605888394;"24122821@N05";1319581463;230;"Community Use";476;593
7605888888;"24122821@N05";1319582679;14;"Place of Worship";84;593
7605889470;"24122821@N05";1319583137;14;"Place of Worship";84;593
7605889960;"24122821@N05";1319583253;14;"Place of Worship";84;593
7605890858;"24122821@N05";1319583533;14;"Place of Worship";84;593
7605891540;"24122821@N05";1319583917;14;"Place of Worship";84;593
7605892538;"24122821@N05";1319583978;14;"Place of Worship";84;593
7605893400;"24122821@N05";1319584077;14;"Place of Worship";84;593
7605894186;"24122821@N05";1319584175;14;"Place of Worship";84;593
7605894780;"24122821@N05";1319584229;14;"Place of Worship";84;593
7605895476;"24122821@N05";1319584273;14;"Place of Worship";84;593
7605896086;"24122821@N05";1319584525;14;"Place of Worship";84;593
7605896942;"24122821@N05";1319584644;14;"Place of Worship";84;593
7605897990;"24122821@N05";1319584745;14;"Place of Worship";84;593
7605904864;"24122821@N05";1319585652;87;"Place of Worship";81;593
7605905584;"24122821@N05";1319586812;87;"Place of Worship";81;593
7605906220;"24122821@N05";1319587933;65;"Community Use";500;593
7605907222;"24122821@N05";1319588019;65;"Community Use";500;593
7605908260;"24122821@N05";1319588023;65;"Community Use";500;593
7605909048;"24122821@N05";1319588093;65;"Community Use";500;593
7605909830;"24122821@N05";1319589530;65;"Community Use";500;593
7605910376;"24122821@N05";1319589642;65;"Community Use";500;593
7605910934;"24122821@N05";1319589661;65;"Community Use";500;593
7605911714;"24122821@N05";1319591247;65;"Community Use";500;593
7605912950;"24122821@N05";1319591254;65;"Community Use";500;593
7605913862;"24122821@N05";1319591261;65;"Community Use";500;593
3664066749;"24145635@N02";1245985715;124;"Place Of Assembly";187;594
4283818698;"24145635@N02";1245985767;124;"Place Of Assembly";187;594
3664870244;"24145635@N02";1245985810;124;"Place Of Assembly";187;594
3664860752;"24145635@N02";1245986081;124;"Place Of Assembly";187;594
2430655785;"24147900@N06";1175227391;120;"Leisure/Recreation";357;595
2406570206;"24147900@N06";1180074293;150;"Community Use";258;596
2400230661;"24147900@N06";1183437730;57;"Place Of Assembly";58;597
3218310811;"24236874@N00";1232615371;152;"Leisure/Recreation";156;598
3388807608;"24236874@N00";1238064218;148;"Place Of Assembly";47;599
4389166630;"24236874@N00";1266901174;12;"Place of Worship";95;600
4389166888;"24236874@N00";1266901206;12;"Place of Worship";95;600
4389167120;"24236874@N00";1266904350;136;"Transport";327;600
4425094523;"24413182@N00";1268002649;218;"Purpose Built";287;601
4425865214;"24413182@N00";1268003393;95;"Purpose Built";116;601
4425870542;"24413182@N00";1268005470;131;"Place Of Assembly";331;601
4425107657;"24413182@N00";1268005494;131;"Place Of Assembly";331;601
4425109193;"24413182@N00";1268005541;131;"Place Of Assembly";331;601
4425875526;"24413182@N00";1268005665;131;"Place Of Assembly";331;601
4425112635;"24413182@N00";1268005705;131;"Place Of Assembly";331;601
4425878936;"24413182@N00";1268005935;230;"Community Use";476;601
4425116203;"24413182@N00";1268006012;188;"Place of Worship";225;601
4425883082;"24413182@N00";1268006097;188;"Place of Worship";225;601
4425885130;"24413182@N00";1268006465;2;"Mixed Use";138;601
4425122319;"24413182@N00";1268006518;2;"Mixed Use";138;601
4425124011;"24413182@N00";1268006623;2;"Mixed Use";138;601
4425125567;"24413182@N00";1268006658;2;"Mixed Use";138;601
4425127607;"24413182@N00";1268006722;2;"Mixed Use";138;601
4425130499;"24413182@N00";1268006828;2;"Mixed Use";138;601
4425895484;"24413182@N00";1268006857;2;"Mixed Use";138;601
4425132301;"24413182@N00";1268006940;2;"Mixed Use";138;601
4425898418;"24413182@N00";1268006975;2;"Mixed Use";138;601
4425135251;"24413182@N00";1268006989;2;"Mixed Use";138;601
4425137237;"24413182@N00";1268007011;2;"Mixed Use";138;601
4425903896;"24413182@N00";1268007131;2;"Mixed Use";138;601
4425905386;"24413182@N00";1268007145;2;"Mixed Use";138;601
4425142637;"24413182@N00";1268007186;2;"Mixed Use";138;601
4425144585;"24413182@N00";1268007233;2;"Mixed Use";138;601
4425913234;"24413182@N00";1268007293;2;"Mixed Use";138;601
4425916342;"24413182@N00";1268007347;2;"Mixed Use";138;601
4425919202;"24413182@N00";1268007370;2;"Mixed Use";138;601
4425922156;"24413182@N00";1268007414;2;"Mixed Use";138;601
4425160991;"24413182@N00";1268007445;2;"Mixed Use";138;601
4425165055;"24413182@N00";1268007453;2;"Mixed Use";138;601
4425931810;"24413182@N00";1268007522;2;"Mixed Use";138;601
4425935388;"24413182@N00";1268007540;2;"Mixed Use";138;601
4425937926;"24413182@N00";1268007571;2;"Mixed Use";138;601
4425940294;"24413182@N00";1268007581;2;"Mixed Use";138;601
4425943942;"24413182@N00";1268007784;2;"Mixed Use";138;601
4425182329;"24413182@N00";1268007854;2;"Mixed Use";138;601
4425184303;"24413182@N00";1268007877;2;"Mixed Use";138;601
4425949902;"24413182@N00";1268007955;2;"Mixed Use";138;601
4425951666;"24413182@N00";1268007961;2;"Mixed Use";138;601
4425189295;"24413182@N00";1268007969;2;"Mixed Use";138;601
4425192821;"24413182@N00";1268007996;2;"Mixed Use";138;601
4425959118;"24413182@N00";1268008070;2;"Mixed Use";138;601
4428463991;"24413182@N00";1268008098;2;"Mixed Use";138;601
4428464195;"24413182@N00";1268008124;2;"Mixed Use";138;601
4429231090;"24413182@N00";1268008150;2;"Mixed Use";138;601
4428464679;"24413182@N00";1268008199;2;"Mixed Use";138;601
4429231620;"24413182@N00";1268008219;2;"Mixed Use";138;601
4429231648;"24413182@N00";1268008277;2;"Mixed Use";138;601
4429231572;"24413182@N00";1268008371;2;"Mixed Use";138;601
4428465059;"24413182@N00";1268008378;2;"Mixed Use";138;601
4429231758;"24413182@N00";1268008384;2;"Mixed Use";138;601
4428465233;"24413182@N00";1268008389;2;"Mixed Use";138;601
4428465279;"24413182@N00";1268008423;2;"Mixed Use";138;601
4429231916;"24413182@N00";1268008541;2;"Mixed Use";138;601
4428465371;"24413182@N00";1268008675;2;"Mixed Use";138;601
4428465429;"24413182@N00";1268008959;2;"Mixed Use";138;601
4429232064;"24413182@N00";1268008964;2;"Mixed Use";138;601
4429232094;"24413182@N00";1268008994;2;"Mixed Use";138;601
4429232144;"24413182@N00";1268009034;2;"Mixed Use";138;601
4429232206;"24413182@N00";1268009073;2;"Mixed Use";138;601
4429232266;"24413182@N00";1268009088;2;"Mixed Use";138;601
4429232314;"24413182@N00";1268009176;2;"Mixed Use";138;601
4428465877;"24413182@N00";1268009681;38;"Community Use";455;601
4428465955;"24413182@N00";1268009702;38;"Community Use";455;601
4428465997;"24413182@N00";1268009722;38;"Community Use";455;601
4428466053;"24413182@N00";1268009896;38;"Community Use";455;601
4428466303;"24413182@N00";1268445745;38;"Community Use";455;602
4428466339;"24413182@N00";1268445978;38;"Community Use";455;602
4429232902;"24413182@N00";1268446250;38;"Community Use";455;602
4428466423;"24413182@N00";1268446313;38;"Community Use";455;602
4429232994;"24413182@N00";1268446332;38;"Community Use";455;602
4428466501;"24413182@N00";1268446563;38;"Community Use";455;602
4428466549;"24413182@N00";1268446596;38;"Community Use";455;602
4428466585;"24413182@N00";1268446691;38;"Community Use";455;602
4428466625;"24413182@N00";1268446755;38;"Community Use";455;602
4428466669;"24413182@N00";1268446799;38;"Community Use";455;602
4429233244;"24413182@N00";1268447017;38;"Community Use";455;602
4428466759;"24413182@N00";1268447400;38;"Community Use";455;602
4429233344;"24413182@N00";1268449622;102;"Purpose Built";4;602
4428466963;"24413182@N00";1268450403;105;"Mixed Use";150;602
4429233492;"24413182@N00";1268450685;101;"Leisure/Recreation";124;602
4429233540;"24413182@N00";1268451062;101;"Leisure/Recreation";124;602
4428467089;"24413182@N00";1268452459;101;"Leisure/Recreation";124;602
4431542764;"24413182@N00";1268537820;131;"Place Of Assembly";331;603
4431542950;"24413182@N00";1268538703;131;"Place Of Assembly";331;603
4430773979;"24413182@N00";1268538814;131;"Place Of Assembly";331;603
4430774097;"24413182@N00";1268539052;84;"Mixed Use";336;603
4430774287;"24413182@N00";1268540190;223;"Leisure/Recreation";204;603
4430774585;"24413182@N00";1268540611;223;"Leisure/Recreation";204;603
4430774687;"24413182@N00";1268540616;223;"Leisure/Recreation";204;603
4430774793;"24413182@N00";1268540623;223;"Leisure/Recreation";204;603
4430774935;"24413182@N00";1268540642;223;"Leisure/Recreation";204;603
4430775037;"24413182@N00";1268540659;223;"Leisure/Recreation";204;603
4431544192;"24413182@N00";1268540688;223;"Leisure/Recreation";204;603
4430775281;"24413182@N00";1268540712;223;"Leisure/Recreation";204;603
4430775383;"24413182@N00";1268540846;223;"Leisure/Recreation";204;603
4430775603;"24413182@N00";1268540927;223;"Leisure/Recreation";204;603
4430775759;"24413182@N00";1268541080;223;"Leisure/Recreation";204;603
4446643433;"24413182@N00";1269055774;2;"Mixed Use";138;604
4446643593;"24413182@N00";1269055910;2;"Mixed Use";138;604
4446643731;"24413182@N00";1269057047;66;"Place Of Assembly";134;604
4447419158;"24413182@N00";1269057072;188;"Place of Worship";225;604
4447419260;"24413182@N00";1269057129;188;"Place of Worship";225;604
4446643931;"24413182@N00";1269057268;188;"Place of Worship";225;604
4447419466;"24413182@N00";1269057538;99;"Leisure/Recreation";386;604
4447419696;"24413182@N00";1269057648;99;"Leisure/Recreation";386;604
4446644637;"24413182@N00";1269058279;190;"Transport";351;604
4446644731;"24413182@N00";1269058563;190;"Transport";351;604
4447420270;"24413182@N00";1269059005;68;"Office";106;604
7276251598;"24453935@N00";1332549709;97;"Office";148;605
7276255842;"24453935@N00";1332565263;93;"Leisure/Recreation";20;605
7276264712;"24453935@N00";1332567577;131;"Place Of Assembly";331;605
7681856102;"24453935@N00";1332898580;132;"Leisure/Recreation";129;606
7688919784;"24453935@N00";1332980140;124;"Place Of Assembly";187;607
7688923162;"24453935@N00";1332981748;124;"Place Of Assembly";187;607
7688927582;"24453935@N00";1332981862;124;"Place Of Assembly";187;607
7688930984;"24453935@N00";1332982105;124;"Place Of Assembly";187;607
7688933670;"24453935@N00";1332982344;124;"Place Of Assembly";187;607
7688937770;"24453935@N00";1332983091;124;"Place Of Assembly";187;607
7688939262;"24453935@N00";1332983166;124;"Place Of Assembly";187;607
7688941308;"24453935@N00";1332989424;124;"Place Of Assembly";187;607
7688943860;"24453935@N00";1332989461;124;"Place Of Assembly";187;607
7688946078;"24453935@N00";1332989475;124;"Place Of Assembly";187;607
7688935696;"24453935@N00";1332993614;124;"Place Of Assembly";187;607
2783348883;"24484507@N00";1081526440;99;"Leisure/Recreation";386;608
2783880406;"24484507@N00";1081549257;150;"Community Use";258;608
2785862825;"24484507@N00";1081818364;51;"Place Of Assembly";97;609
2786573530;"24484507@N00";1081928245;99;"Leisure/Recreation";386;610
3636487439;"24510946@N07";1244437167;90;"Community Use";396;611
3637303940;"24510946@N07";1244437631;38;"Community Use";455;611
3637305792;"24510946@N07";1244444307;97;"Office";148;611
3636491297;"24510946@N07";1244444327;97;"Office";148;611
3637307364;"24510946@N07";1244444347;97;"Office";148;611
3636492705;"24510946@N07";1244445908;99;"Leisure/Recreation";386;611
3636493281;"24510946@N07";1244446034;99;"Leisure/Recreation";386;611
3636493781;"24510946@N07";1244446056;99;"Leisure/Recreation";386;611
3637415126;"24510946@N07";1244856042;131;"Place Of Assembly";331;612
3636601533;"24510946@N07";1244857003;57;"Place Of Assembly";58;612
3636602945;"24510946@N07";1244857021;57;"Place Of Assembly";58;612
2379528542;"24642398@N06";1206868683;32;"Place of Worship";52;613
2379528686;"24642398@N06";1206868736;32;"Place of Worship";52;613
2378692229;"24642398@N06";1206868759;32;"Place of Worship";52;613
2379529092;"24642398@N06";1206868775;32;"Place of Worship";52;613
2379529252;"24642398@N06";1206868857;32;"Place of Worship";52;613
2379529448;"24642398@N06";1206868907;32;"Place of Worship";52;613
2379529658;"24642398@N06";1206868954;32;"Place of Worship";52;613
2378693265;"24642398@N06";1206868970;32;"Place of Worship";52;613
2379530002;"24642398@N06";1206869227;32;"Place of Worship";52;613
2378693609;"24642398@N06";1206869336;32;"Place of Worship";52;613
2379530412;"24642398@N06";1206869457;32;"Place of Worship";52;613
2379530502;"24642398@N06";1206869515;32;"Place of Worship";52;613
2378694329;"24642398@N06";1206869576;32;"Place of Worship";52;613
2378694491;"24642398@N06";1206869700;32;"Place of Worship";52;613
2379531362;"24642398@N06";1206869728;32;"Place of Worship";52;613
2378694897;"24642398@N06";1206869864;32;"Place of Worship";52;613
2378695063;"24642398@N06";1206871144;32;"Place of Worship";52;613
2378695241;"24642398@N06";1206871284;32;"Place of Worship";52;613
2378695487;"24642398@N06";1206871532;32;"Place of Worship";52;613
2378695695;"24642398@N06";1206871626;32;"Place of Worship";52;613
2379532484;"24642398@N06";1206871815;32;"Place of Worship";52;613
2378695977;"24642398@N06";1206871833;32;"Place of Worship";52;613
2378696145;"24642398@N06";1206872025;32;"Place of Worship";52;613
2378696245;"24642398@N06";1206873476;32;"Place of Worship";52;613
2379533074;"24642398@N06";1206873782;32;"Place of Worship";52;613
2378696527;"24642398@N06";1206874565;32;"Place of Worship";52;613
2379533418;"24642398@N06";1206879510;32;"Place of Worship";52;613
2379533620;"24642398@N06";1206880380;32;"Place of Worship";52;613
2378697059;"24642398@N06";1206880423;32;"Place of Worship";52;613
2379533882;"24642398@N06";1206880521;32;"Place of Worship";52;613
2378697369;"24642398@N06";1206884087;32;"Place of Worship";52;613
2378697563;"24642398@N06";1206884199;32;"Place of Worship";52;613
2378697715;"24642398@N06";1206884248;32;"Place of Worship";52;613
2378697827;"24642398@N06";1206884282;32;"Place of Worship";52;613
2378698021;"24642398@N06";1206884314;32;"Place of Worship";52;613
2379534854;"24642398@N06";1206884350;32;"Place of Worship";52;613
2379535006;"24642398@N06";1206884377;32;"Place of Worship";52;613
2379535108;"24642398@N06";1206884406;32;"Place of Worship";52;613
2378698589;"24642398@N06";1206884486;32;"Place of Worship";52;613
2379535420;"24642398@N06";1206884552;32;"Place of Worship";52;613
2378698911;"24642398@N06";1206884685;32;"Place of Worship";52;613
2378690373;"24642398@N06";1207020991;32;"Place of Worship";52;614
2378690579;"24642398@N06";1207020993;32;"Place of Worship";52;614
2379527470;"24642398@N06";1207020994;32;"Place of Worship";52;614
2712451667;"24761036@N00";1214716447;16;"Place of Worship";18;615
2754835381;"24761036@N00";1218351742;16;"Place of Worship";18;616
2754885683;"24761036@N00";1218352425;16;"Place of Worship";18;616
2802270187;"24761036@N00";1219548735;16;"Place of Worship";18;617
2825498878;"24761036@N00";1220432529;163;"Transport";91;618
2824665471;"24761036@N00";1220432578;163;"Transport";91;618
2825506452;"24761036@N00";1220432633;163;"Transport";91;618
2824683945;"24761036@N00";1220432828;163;"Transport";91;618
2856551840;"24761036@N00";1221107237;170;"Health Services";2;619
2852884769;"24761036@N00";1221121891;38;"Community Use";455;619
2852886625;"24761036@N00";1221121906;38;"Community Use";455;619
2853723066;"24761036@N00";1221121913;38;"Community Use";455;619
2852890161;"24761036@N00";1221121924;38;"Community Use";455;619
2853726724;"24761036@N00";1221121968;38;"Community Use";455;619
2852894113;"24761036@N00";1221122024;38;"Community Use";455;619
2853730576;"24761036@N00";1221122045;38;"Community Use";455;619
2852897571;"24761036@N00";1221122070;38;"Community Use";455;619
2853734480;"24761036@N00";1221122113;38;"Community Use";455;619
2853736484;"24761036@N00";1221122139;38;"Community Use";455;619
2853738318;"24761036@N00";1221122147;38;"Community Use";455;619
2852905481;"24761036@N00";1221122193;38;"Community Use";455;619
2853741652;"24761036@N00";1221122203;38;"Community Use";455;619
2852977591;"24761036@N00";1221123792;12;"Place of Worship";95;619
2852982163;"24761036@N00";1221123850;12;"Place of Worship";95;619
2884473701;"24761036@N00";1221637751;177;"Place Of Assembly";133;620
2884475263;"24761036@N00";1221637802;177;"Place Of Assembly";133;620
2884476855;"24761036@N00";1221637814;177;"Place Of Assembly";133;620
2884478663;"24761036@N00";1221637824;177;"Place Of Assembly";133;620
2885971567;"24761036@N00";1221640061;165;"Transport";42;620
2886808290;"24761036@N00";1221640101;165;"Transport";42;620
2885973841;"24761036@N00";1221640310;165;"Transport";42;620
2886811722;"24761036@N00";1221640384;165;"Transport";42;620
2924503556;"24761036@N00";1221641614;163;"Transport";91;620
2882697886;"24761036@N00";1221724677;200;"Education Centre";39;621
2882699752;"24761036@N00";1221724761;200;"Education Centre";39;621
2872009101;"24761036@N00";1221881619;20;"Place of Worship";19;622
2872010187;"24761036@N00";1221881630;20;"Place of Worship";19;622
2872841588;"24761036@N00";1221881661;20;"Place of Worship";19;622
2872843106;"24761036@N00";1221881702;20;"Place of Worship";19;622
2872014007;"24761036@N00";1221889016;20;"Place of Worship";19;622
2872015405;"24761036@N00";1221889070;20;"Place of Worship";19;622
2872847196;"24761036@N00";1221889087;20;"Place of Worship";19;622
2872084727;"24761036@N00";1221890373;20;"Place of Worship";19;622
2872086267;"24761036@N00";1221890391;20;"Place of Worship";19;622
2872917996;"24761036@N00";1221890417;20;"Place of Worship";19;622
2872088869;"24761036@N00";1221890437;20;"Place of Worship";19;622
2872091583;"24761036@N00";1221890523;20;"Place of Worship";19;622
2872093329;"24761036@N00";1221890552;20;"Place of Worship";19;622
2872094659;"24761036@N00";1221890573;20;"Place of Worship";19;622
2904110081;"24761036@N00";1222504006;178;"Place Of Assembly";66;623
2921024563;"24761036@N00";1223020878;189;"Place Of Assembly";765;624
2921877098;"24761036@N00";1223020960;189;"Place Of Assembly";765;624
3092065328;"24761036@N00";1228376353;35;"Community Use";349;625
3356333812;"24761036@N00";1234160463;65;"Community Use";500;626
3356334796;"24761036@N00";1234160480;65;"Community Use";500;626
3356335638;"24761036@N00";1234160495;65;"Community Use";500;626
