"poiID";"title";"text";
"70";"handy to the city";"With lawns by the river, plus seating, picnic tables, and BBQs, this is a useful park for the city workers.  There are also public toilets on Spencer Street, next to the tram stop.  Not a lot of shelter except under the railway viaduct.";
"70";"Pigeons and seagulls.";"A relatively small patch of green space by the river, Batman Park was the home of pigeons and seagulls this morning as I walked through. There are a few benches along the path and a BBQ spot towards the eastern end.";
"70";"Great reuse of an old railway freight yard";"This small park down by the river, while not overly spectacular is a great reuse of an old railway freight yard. Nice places to sit and watch the world go by. A nice gift to Melbournians and its part of the network of CBD greenspaces that make this city what it is.";
"70";"Small Park by the River";"The park is located between Spencer Street and King Street Bridges. There is a good amount of grassy area where you can sit and watch things happening on the river. There is also a helipad here. <br>There is a BBQ area on the riverside with BBQs and seating area. A fairly nice park for a small stroll. It is also a nice location to look at the Crown fire show at night.";
"71";"";"";
"72";"Court saw mainly losers down on their luck";"The former Melbourne Magistrates Court is one of the city's most distinctive buildings. It is built in Romanesque style, with gables, turrets, and other ornamental features. The people who came before the court were mostly losers who were down on their luck. The Magistrate's Court now been incorporated into RMIT University, but it's a curiosity that's worth a look";
"72";"Family footsteps";"I have read a lot about the proceedings in this court. My great grandfather Philip Blashki was its first Chairman. (Short white-haired man in middle front row in photo of the Opening Day). <br>My thoughts about the life and times swept me away and I will have to write another report about the architecture, <br>A wonderful outing to do with your grandchildren,";
"72";"Architectural marvel.";"The former magistrates court has a very distinctive exterior that is rather intricate in its detail. Many good and bad people passed through these doors.";
"73";"Good stroll";"Nice garden through which to take a stroll, relax, decompress.  Used by locals and tourists alike, and school children during recess.";
"73";"Gardens are picturesque";"These gardens are the highest natural vantage point in the city. In the days of before radio, the flag was raised when a ship was sighted coming into port, so it was called Flagstaff Gardens. These days, the gardens are well-liked by workers from the nearby legal precinct , many of whom eat their lunches here. There are also sporting facilities for an informal lunchtime league. Flagstaff Gardens isn't the most beautiful park in the city, but it's picturesque.";
"73";"Beautiful green space";"Beautiful gardens on the North side of the CBD. Typical of any lush green space in Melbourne astonishing to find in the middle of the tower blocks.<br><br>Nearby Flagstaff Station and Queen Victoria Market. Check out the possums after dark too.";
"73";"Nice";"Was here for a walk in the morning, and found it similar to the parks in San Francisco. Great for a walk and good views of the buildings all around.";
"73";"Very unkempt";"I get the view that no one bothers to keep this garden clean. Overflowing trash full of rubbish, it seems, from nearby Queen Victoria Market.";
"73";"Perfect respite from the busy city";"A welcoming green oasis in the middle of a busy city where one could unwind and escape from the hustle and bustle, walk your dog, have a picnic or just to sun yourself I. The middle of winter.<br><br>It's a small park located away from the main thoroughfare so it's very peaceful. The park is also well maintained and clean.";
"73";"Plenty of space for everyone";"Flagstaff Gardens are at the western end of the city of Melbourne. The gardens are meticulously maintained. The Gardens are a great place for a picnic. City workers often like to have a pick-up game of football during their lunch-hour. there's plenty of space for everyone. By the way, the Flagstaff City Loop station is close by.";
"73";"Green park";"Flagstaff Gardens is a terrific place to visit. Great for a picnic, a jog, a walk, a run, meeting people, having fun or just to find a spot for some reflection. It's got lots of trees, beautiful plants, some sculptures and plenty of other features.";
"73";"Trees, flowers and grass.";"A nice sized gardens, nicely maintained. Lots of trees, flower gardens and open areas of grass. There is also a lawn bowls club and tennis courts. A nice spot across from the Queen Victoria Markets.";
"73";"Picnic spot";"It is a great place for a picnic.  It has extensive lawns and shade trees, is close to public transport and food stores, and is right in the heart of the city.  I have been here for so many functions, formal, work related, and just for fun with friends.";
"73";"Keeping a lookout";"Flagstaff Gardens date from the time before radio. Someone would look out for ships, when they saw one entering the port, they would raise the flag, thus Flagstaff Gardens. These days, there's still a hill, but now it's a place for city workers to have lunch and kick a ball.";
"73";"Elevated park on the edge of the City";"Flagstaff Gardens is an elevated park on the edge of the CBD. The Gardens are so called becaue in the days of sailing ships, well before radio, an observer would hoist a flag when  ship was observed entering the port. The Gardens are popular with city workers. Apart frrom eating lunch, they often kick a ball around. Flagstaff Gardens has some good features, but Treasury and Fitzroy Gardens are more scenic.";
"74";"Powerful place to visit";"This is a fantastic building to see. You can visit the court when it's open. I am not sure if you can go in when a case is being heard, but it's a very powerful place to see. You can peek inside of the courtroom, and they also give court lectures to people. When court isn't in session, you can still see lots of busts and paintings of former justices. The building is massive and I recommend people checking it out!";
"74";"Beautiful building, you can go inside but no tours";"Last time we didn't even get to go inside here as it was closed and barricaded.  I was glad to be able to go inside this beautiful building.  Unfortunately there were no public tours so it was tour on your own.  I wish we would have been able to see the courtroom but all you could see was the outer areas and a picture of the courtroom.";
"74";"We couldn't go inside.";"We did not get to visit inside but just being on the steps was amazing.  We just took a minute to be amazed.";
"74";"Highest judiciary organ";"This is the symbol of American judiciary. The Supreme Court is like a recreation of the Parthenon. Like the rest of Washington DC, the huge marble structure is the embodiment of Greek ideals. Very impressive place in the area that worth a visit.";
"74";"extremely disappointing - from someone who loves DC";"I am SOOOO disappointed! Fences surround the supreme court and no visitors are allowed. ****UPDATE YOUR WEBSITE!!!  DON'T MAKE PEOPLE WASTE THEIR MONEY COMING TO DC TO HAVE THE CAPITOL AND SUPREME COURT CLOSED!!!***<br><br>Very, very unhappy that we spent $3000 for a family of four to come here without understanding all of the opportunities that would be lost.";
"74";"Exterior Only Still";"While you still cannot go into the building, it's worth a stop to see the architecture of the building and consider the scale. Hopefully, we'll be able to go inside again soon.";
"74";"MFL";"Annual trek to DC for the anniversary of a controversial decision. Very inspiring to see many youth.";
"74";"A grand building";"On the DC tour it's another must stop spot. Even if you can't go inside it's worth it to see the structure";
"74";"Justice on a Monumental Scale";"It is the U.S Supreme Court. What more is there to say? The building's architecture is a history lesson in and of itself. The last time we were in D.C. the facade was under scaffoldings and being refurbished. To see it years later all cleaned up is amazing. Of course, we couldn't actually take a tour inside, but on that particular Thursday afternoon, there were very few people around (except for security). So we raced up the stairs and spent a half-hour sitting at the top cooling off in the shade of one of the columns. If you have time I highly recommend a little Supreme time.";
"74";"Good photo op and interesting architecture";"I visited the Supreme Court from the outside in August 2021.  It is closed to visitors.  I had gone inside in August 2017.  The architecture is very impressive and it is a good photo opportunity.  Even though the Supreme Court is closed to visitors, I still think it is worth it to see it from the outside and take some photos.  Same opinion for the US Capitol.";
"74";"";"";
"75";"Museum is closed for reconstruction";"The Richmond Football Club Museum is in the Punt Road stadium. However, as part of the upgrade of the ground, the Museum is now being reconstructed, and is closed to visitors.";
"75";"Richmond museum closes, pending redevelopment";"The Tigers, as the Richmond Football Club is known, are gaining supporters and need more office space. Unfortunately, that means that the Museum had to make way for administrators. The Punt Road ground is being redeveloped and it is likely that a new Museum will evolve, but no-one can say when it will re-open. The Tigers are one of the most decorated clubs in the Australian Football League (AFL), the code's top competition, winning many flags, most lately in 2020.";
"76";"MCG Tour April 26th 2023 Legends";"John was our tour guide fantastic loved going onto the ground. We saw the huge heat lamps that warm the turf to help keep it at perfection when shaded by the roof lines this extends the turf relays. The Long Room used to have alot more cricket  bats and balls on show prior to the last renos. Loved the huge rug showing time line history over the years after exiting the Long Room. So many stats and behind the scenes access. Loved seeing the ice baths and media room. Book on line plenty of tour times. The sports museum after the tour was good. Coffee at The Paddock Cafe pretty good sits overlooking the G.";
"76";"MCG Tour";"Great knowledge of the MCG both cricket and AFL by the guide Peter. We went on a quiet day (no matches) so were able to access all areas.";
"76";"Go for it ...if u r a big cricket fan.";"No Wow moment during the tour while the tour guide was excellent, he didn't have much to play with. The locker room videos should be relevant to international audience.";
"76";"Super Stadium";"MCG remains the centre of Melbourne for sports lovers.<br>Cricket in summer or AFL football in winter, a grand venue to enjoy the spectacle.<br>Takes a few visits to know your favourite spots to ticket, plus learn entry gates<br>and work out your best transport options. A must see if visiting Melbourne.";
"76";"Great tour of the MCG";"Great tour of the MCG for someone following Australian cricket for a while. Recommend to go during Summer when Cricket season is on.";
"76";"Well wirth a visit";"Great to see the stadium where several major cricket and AFL games are played. Very small tour done by volunteer on the grounds - relaxed and informative, reasonably priced.";
"76";"A must!";"A must for everyone who visits Melbourne - wonderful experience. Thank you.<br><br>Mohamed and Khadija January 2023.";
"76";"Makes Lords look pretty ordinary";"With three of my teenage boys this was a huge highlight of our recent roadtrip. The place is vast and spectacular. Getting to see the inner rooms where all the famous have walked and sat was brilliant and getting to stand on the hallowed grass and look up at the surrounding grandstands was such a priviledge. <br><br>The tour guide unfortunately spoke so quietly we hardly heard a word she spoke except when she was talking about which food places were popular and being a member herself all the priviledges she gets. It would have been nice to be shown around by someone passionate about the place and able to communicate that.<br><br>The museum was very interesting but also extremely poignant watching the Shane Warne hologram presentation. Undoubtedly done prior to his untimely death we felt as though we had been in the same room as him whilst he talked to us.<br><br>Getting into the Long Room and the press box was incredible. So many people were walking past to go to the Rod Laver arena next door for the Australian Open. They don't know what they missed walking past the best stadium in the world - the one and only MCG.";
"76";"Fabulous opportunity";"A unique experience that permits access to all the behind the scenes areas of the MCG(provided no events are taking place).<br><br>Very knowledgeable  volunteer guide.<br><br>Highly recommended.";
"76";"Boxing Day Test";"Bought my partner tickets to the Boxing Day test, which he hadn't attended before for Chrissy present!<br>Fantastic seats, service. <br><br>3rd and 4th day we used interstate cricket membership to attend the members section. <br>Staff were amazing, couldn't be more helpful and eager to show us Inter - staters their stadium. And what a precinct it is. <br>Far better than ours - but we won't tell the Vics!!'<br><br>Another great experience at the G<br>Thank you";
"77";"<span>Learn more</span> about animal welfare in tourism";"Zoo trip - Anzac day Eve";
"77";"Apart from the long Queue to actually enter the Zoo at the start of our day, which was at around 10am on the Monday before Anzac Day, ( Tuesday ). the overall experience was not too bad. as we arrived into the carpark,";"Where are the animals ??";
"77";"A lot of missing animals ! second time I've been to Melbourne and my friend took me to the zoo. I love animals ! However we probably only seen about half the animals on the map. Pretty sure they don't even have them and just pretend. Didn't see tigers (in either enclosure), dingoes, penguins, lions, koalas just to name a few. Elephants pens were all missing elephants but found two at the very end that you couldn't really see. The paths are long and drawn out. So much walking but so little animals. There is one tiny little view point for the gorilla and we only got to see his backside 'The giraffes were cool though!! also disappointing you can't even pet a kangaroo, every zoo has an open field to pet kangaroos. <br>Also the car park was a joke !!!!!! Drove around for half and hour before we were told to go and park at the sports field not even near the zoo.";"Worth to visit";
"77";"Convenient location and design.  With lots of animals to see-giraffes, tiger, elephants, penguins, etc., You can see lemur closely.   Small penguins are very cute.  Japanese garden is very beautiful.  Worth to visit.";"Melbourne Zoo - a zoo with NO animals";
"77";"Lack of animals out for viewing - there was no tigers, lions, hippos, gorillas, orang-utans etc etc the list goes on - most exhibits had den doors open so I guess they were tucked away sleeping - elephants were the best animals we saw and could enjoy";"Melbourne Zoo ' a zoo without animals";
"77";"Very dismal - over 70% of the animals in hiding or in their dens - no tigers - no lions - no hippo - no sun bear - no gorillas - no snow leopard and the list goes on etc etc<br>The food and area to sit at was a little basic - lacked tables and shaded areas<br><br>Positive note - elephants were awesome";"Not a good experience. Unable to see 50% of the animals. The ones there looked very sad '";
"77";"<span>Learn more</span> about animal welfare in tourism";"Worth visiting";
"77";"The zoo is in the heart of melbourne, easy to reach. Lots of animals in the zoo. Some might be hiding/ sleeping during the visit but it was a nice experience. Worth visiting.";"Melbourne Zoo date with Borneo Chick";
"77";"Love love love the overall experience here ' Food, animal watching, photo taking, scenery views of various plants. Will definitely recommend to friends";"Best I've seen in Australia";
"77";"I've been to a lot of zoos around Australia and must say this is my favourite one so far! It's still smaller than international zoos, but has a great variety and great interactive displays for kids. My favourite part was the walk in lemur aviary, where the lemurs were loose inside- it was amazing, although touching them was not allowed. It reminded me of Singapore (my overall favourite zoo so far).";"Captivating Zoo animals will interest kids";
"77";"Melbourne Zoo has a wide variety of animals, from Australia and overseas. Visitors will love the native Australian animals. Some things that will interest everyone are Lion Gorge, and the Gorilla Rainforest. The elephant herd is expanding, the baby elephants are really cute. It's easy to spend a day at the Melbourne Zoo, kids love the Zoo. By the way, the Melbourne Zoo is close to the Melbourne CDB, it's easily accessible by tram, train or car.";"A bit of a disappointment";
"77";"Great gardens in fact this is more of a botanical zoo now! Where have all the animals gone there used to be way more on exhibition. Now there are very windy pathways taking up the majority of your time and great enclosures with 1 or 2 animals to be seen if you're lucky. Walked over 6 kms but Sorry we were all disappointed for the price. Also went to buy a coffee at 2.45 but was told they had closed for the day. Not really the standard we expected";"Worth being a zoo member";
"78";"";"";
"79";"Melbourne Convention and Exhibition Centre";"My wife and I visited this place to see the Exhibition called Monet and Friends at The Lume, which is located at the far end corner of the Exhibition Centre, near the Factory Outlets.<br><br>The Melbourne Convention and Exhibition Centre is a very large building. Be prepared to do a lot of walking. It is an excellent infrastructure asset for Melbourne to have.";
"79";"MCEC makes city a more interesting place";"The Melbourne Convention and Exhibition Centre (MCEC) is an impressive space devoted to exhibitions and public events. The building is massive, it can handle all sorts of shows. MCEC is easily accessible by public transport. It has made Melbourne a more interesting place for visitors and residents alike. By the way, the distinctive architecture, reminiscent of modernist Soviet era public buildings, helps the MCEC stand out.";
"79";"Amazing convention centre";"This centre being custom built for large events certainly can provide a great show for exhibitions and the people attending. Huge centre right on the Yarra River it is well served by public transport and is just across the river from the CBD.";
"79";"Disappointed with Convention Carpark";"Very stressful using the convention centre carpark for the children's disability expo.  Limited disabled parking. Steep hill and sharp turns. Ended up on the base of the pole when trying to do a sharp turn. $36.45 for 3 hours even though we used the convention centre no discounts. Won't be back. Mary";
"79";"An infrastructure asset for Melbourne";"My wife and I were here to visit the Van Gogh art exhibition at The Lume, which is Australia's first digital art gallery.<br><br>We have been to this Exhibition Centre a few times over the years to attend Travel Exhibitions before the Covid-19 pandemic ended those events.<br><br>This place is massive, so be prepared to do a lot of walking.";
"79";"Enjoyed  The Lume Van Gogh show,";"Very relaxing and exciting immersive show put on at the Convention Centre. Learnt some more about the great artist and totally enjoyed the experience.";
"79";"Product of a brainwave";"The Melbourne Convention and Exhibition Centre (MCEC) is the brainchild of Jeff Kennett, former Premier of Victoria. It's built in Russian Constructivist style, which is why it looks a bit odd. It is a favourte venue for conferences and shows, and trade exhibitions. MCEC has good in-house catering, with up-to-date technology and flexible spaces. It's also close to the South Wharf entertainment area and across the street from the Crown entertainment complex. It's a very good facility that brings billons to Melboune every year.";
"79";"Jo Koy @ The Plenary";"Attended the Jo Koy Comedy Show here at the Plenary.  This place is huge, wide and with multiple levels.  Interesting to have it in this venue as it is also a lecture hall and Jo Koy the comedian made observation of the lecture tables that is attached to the seat.  Probably needs a re-upholster some of the chair coverings as it is starting to look a bit worn out";
"79";"Fabulous Venue";"Visited the Convention Centre when I went to see the Jack Whitehall show. It is a spacious venue. Staff are friendly and efficient. Seating in the hall is comfortable and have good views. DFO South Wharf is close by, so you can have some retail therapy before the show. There is a cloakroom where you can leave your purchases.";
"79";"Great Venue";"Great venue, easy to get to with public transport. Great amenities. Close to other attractions and restaurants.";
"79";"Great conference and exhibition venue";"I have been to the Melbourne Convention and Exhibition Centre on a number of occasions over many years for work related conferences, the Good Food and Wine Show, the Mind Body and Spirit Festival, and most recently the Cake Bake and Sweets Show. It's a wonderfully spacious venue that's well signed, and easily accessible from Southern Cross Station via tram or a reasonable walk, located across the road from the Crown Entertainment Complex. My only consistent feedback is due to the vast number of visitors to this venue, the toilets require closer maintenance.";
"79";"Enormous";"An incredible huge convention center, all well signed, nearby a lot of delicious restaurants, some good hotel options and very safety to walk around";
"80";"Melbourne Convention and Exhibition Centre";"My wife and I visited this place to see the Exhibition called Monet and Friends at The Lume, which is located at the far end corner of the Exhibition Centre, near the Factory Outlets.<br><br>The Melbourne Convention and Exhibition Centre is a very large building. Be prepared to do a lot of walking. It is an excellent infrastructure asset for Melbourne to have.";
"80";"MCEC makes city a more interesting place";"The Melbourne Convention and Exhibition Centre (MCEC) is an impressive space devoted to exhibitions and public events. The building is massive, it can handle all sorts of shows. MCEC is easily accessible by public transport. It has made Melbourne a more interesting place for visitors and residents alike. By the way, the distinctive architecture, reminiscent of modernist Soviet era public buildings, helps the MCEC stand out.";
"80";"Amazing convention centre";"This centre being custom built for large events certainly can provide a great show for exhibitions and the people attending. Huge centre right on the Yarra River it is well served by public transport and is just across the river from the CBD.";
"80";"Disappointed with Convention Carpark";"Very stressful using the convention centre carpark for the children's disability expo.  Limited disabled parking. Steep hill and sharp turns. Ended up on the base of the pole when trying to do a sharp turn. $36.45 for 3 hours even though we used the convention centre no discounts. Won't be back. Mary";
"80";"An infrastructure asset for Melbourne";"My wife and I were here to visit the Van Gogh art exhibition at The Lume, which is Australia's first digital art gallery.<br><br>We have been to this Exhibition Centre a few times over the years to attend Travel Exhibitions before the Covid-19 pandemic ended those events.<br><br>This place is massive, so be prepared to do a lot of walking.";
"80";"Enjoyed  The Lume Van Gogh show,";"Very relaxing and exciting immersive show put on at the Convention Centre. Learnt some more about the great artist and totally enjoyed the experience.";
"80";"Product of a brainwave";"The Melbourne Convention and Exhibition Centre (MCEC) is the brainchild of Jeff Kennett, former Premier of Victoria. It's built in Russian Constructivist style, which is why it looks a bit odd. It is a favourte venue for conferences and shows, and trade exhibitions. MCEC has good in-house catering, with up-to-date technology and flexible spaces. It's also close to the South Wharf entertainment area and across the street from the Crown entertainment complex. It's a very good facility that brings billons to Melboune every year.";
"80";"Jo Koy @ The Plenary";"Attended the Jo Koy Comedy Show here at the Plenary.  This place is huge, wide and with multiple levels.  Interesting to have it in this venue as it is also a lecture hall and Jo Koy the comedian made observation of the lecture tables that is attached to the seat.  Probably needs a re-upholster some of the chair coverings as it is starting to look a bit worn out";
"80";"Fabulous Venue";"Visited the Convention Centre when I went to see the Jack Whitehall show. It is a spacious venue. Staff are friendly and efficient. Seating in the hall is comfortable and have good views. DFO South Wharf is close by, so you can have some retail therapy before the show. There is a cloakroom where you can leave your purchases.";
"80";"Great Venue";"Great venue, easy to get to with public transport. Great amenities. Close to other attractions and restaurants.";
"80";"Great conference and exhibition venue";"I have been to the Melbourne Convention and Exhibition Centre on a number of occasions over many years for work related conferences, the Good Food and Wine Show, the Mind Body and Spirit Festival, and most recently the Cake Bake and Sweets Show. It's a wonderfully spacious venue that's well signed, and easily accessible from Southern Cross Station via tram or a reasonable walk, located across the road from the Crown Entertainment Complex. My only consistent feedback is due to the vast number of visitors to this venue, the toilets require closer maintenance.";
"80";"Enormous";"An incredible huge convention center, all well signed, nearby a lot of delicious restaurants, some good hotel options and very safety to walk around";
"81";"Not worth the entrance fee";"It was ok, it is $16 for an adult ticket, which is a lot considering what you get. There is not much of a museum, just one room with not much in it, a boring video and not enough seats. The ship itself is good, but you walk on the deck and there are a few cabins inside at the back, but most of the ship is empty for the cargo. It is ok, but is certainly not worth the entrance fee.";
"81";"Hardy sailing ship was built to work";"When the Polly Woodside was launched in 1885, she was the last of a dying breed. This hardy steel-hulled sailing ship was made for hauling cargo, with a hard-working crew to man her. The men who crewed these tall ships worked hard for their money. The Polly Woodside is moored on  South Wharf, you can get a good view from outside.";
"81";"Maritime history.";"Melbourne's own tall ship, this is a piece of maritime history. This ship is in its own dock and is accessible to the public when open. Interactive displays and staff in character uniforms. Hopefully things will return to normality soon.";
"81";"Melbourne's own tall ship";"The Polly Woodside was launched in Belfast  in1885. She was built by William J Woodside. The Polly Woodside is a three-masted iron-hulled barque. As she criss-crossed the oceans, the era of sail was coming to an end. We are lucky to have her. she is a work-horse, not a thoroughbred.";
"81";"Last of the tall ships";"The Polly Woodside was built in Belfast. She was not a thoroughbred, she was a workhorse. She is the last of the tall ships. She is usually open for boarding on holidays. If she is not open, you can get a good view from South Wharf. She's still a good looking ship, despite her age.";
"81";"Piece of maritime history";"If you are a British National Trust member, show your card, as there is a reciprocal agreement and you will get free entry. <br>A nice small museum with a good short film about the boat, worth a watch. <br>You can then go aboard the boat and see all areas, most of which have been restored. <br>Easy to walk to along the river from Flinders St station and the South Bank.";
"81";"History Lover";"If you love history, then this is a must for you. You can go inside for a visit, or if you don't have the time or inclination, you can see it outside.";
"81";"Historic Ship";"Part of the seafaring heritage of Melbourne. Have a drink near the ship in the many bars or visit the ship itself.";
"81";"Fun....";"This was fun to see and super cool sail boat... <br>have a walk though enjoy the moment super great for kids was lots of kids when I was on and they were excited on a big tall ship one of them said ... for me just loved the ship its history and location.";
"81";"Fun Time for Children";"Our grandchildren had a great time at Polly Woodside yesterday. The staff conducting the crew call were very good, getting the children involved in some activities that sailors had to undertake,  cildren learning on the job.!<br>They thought scrubbing the deck was fun and  pulling up the sack made them feel strong. Our three year old grandson loved searching for the rats below deck.<br>We have walked past Polly Woodside many times,  pleased to find out there is plenty for children to enjoy on-board.";
"81";"Polly Woodside A Must for all Ages";"Great position especially for the kids.  Cafes and restaurants close by and fairly well priced.  Not to be missed.  Go to the Aquarium next.";
"81";"Amazing. Perfect for families with children.";"We spent a couple of hours on the Polly Woodside. Our five year old loved being part of the crew (Sandra the facilitator was amazing!) - you must, must do a crew call if you have young kids! We learned a great deal and were incredibly impressed by the efforts of the volunteers that restored and maintain the ship. The little museum and video are brilliant at contextualising the ship. <br><br>We are UK National Trust members so got in free. We got on a tram over to the old gaol and spent the afternoon there - a perfect day! The old goal is a little less suitable for younger children than the Polly Woodside.";
"82";"";"Vacant Land - Undeveloped Site";
"83";"";"Private Sports Club/Facility";
"84";"";"Retail/Office/Carpark";
"85";"Art can be confronting";"Contemporary art is a somewhat imprecise term which is applied to art which is beyond modern. It can include paintings, sculpture, ceramics and installations, among other things. Installations are common, although their intention can be obscure. Contemporary art is still establishing itself as a separate artitic genre. Now that the Modernists are firmly established as the paramount genre in Australian art, it will take some time for people to come to terms with Contemporary art, which can be confronting and confusing.";
"85";"Well-known for moving exhibitions";"This iconic gallery is constructed of rusted steel sheets. The Australian Center for Contemporary  Art, known as ACCA, is known for its moving exhibitions of contemporary art, including movement and installations. Its courtyard houses the infamous Vault, better known as the Yellow Peril. ACCA is in Sturt St, in the Arts Precinct. The ACCA is in Southbank, it's easy to get there by tram.";
"85";"Art as you may not like it";"The Australian Centre for Contemporary Art (ACCA)  is a major art-space hosting exhibitions of contemporary art.. The current exhibition at ACCA is glass work by indigenous artist Yhonnie Scarce. The exhibition runs until mid-June 2021. Contemporary art is art that transcends Modern art. The ideas behind the exhibits sometimes need explanation.";
"85";"You will be shaken";"The Australian Centre for Contemporary Art is quite an amazing place. We don't always like contemporary art but the exhibition we saw in April 2021 was absolutely stunning in all senses of the word. It was focussed on the British nuclear testing in the 1950s and 1960s in the Woomera region of South Australia, and the devastating effects on the indigenous population. This is an absolute must see exhibition, by an Indigenous artist.";
"85";"Worth a visit if you have time.";"The Centre does not have a permanent exhibition. Instead, it holds temporary exhibition of contemporary artists. There is a book shop and a small cafe. When we went a Chinese artists Yu Lung was the artists exhibiting, It was a very apocalyptic view of modern life.<br><br>";
"85";"You like it or you don't";"Contemporary art is not everyone's cup of tea. It can be shocking and sometimes seems devoid of meaning. However, if you like art, you will probably like the ACCA. There is always sometthing to surprise you.  I personally think the ACCA is interesting and I drop in if I am in the area. If you like more conventional art, the National Gallery of Victoria (NGV) is just down the street.";
"85";"Avant-garde Gallery in the Arts precinct";"Just returned from an exhibition of Ryan Gander, an artist from England. The Centre had an special event today with a talk by the the artist. The exhibition is interesting and well put together. Over the years, we have visited the Centre for specific exhibitions, and we have always found the works thought-provoking and provided interesting debates for our  family.";
"85";"No need to come here";"There are at most 10 piece of art here. The building is nice, but not worth going here for less than 10 pieces of art. Check out the other art museums in Melbourne-- they are much better.";
"85";"Depends on what's on";"Smaller space than expected although the current exhibition was curated really nicely and interaction was fun. Quiet around 10:30am so it was good to have space to wander. Guess it depends on who is showing at the time as we weren't particularly taken by Eva Rothschild's works. Still, staff are super friendly and kind helping to put our backpacks in lockers. Good selection of art books too, and sweet little coffee cart. Quick check off the list. Would be good to check who's on before heading over. Great building design.";
"85";"Great space - great exhibitions";"It's not all about the NGV! Just around the corner is the Australian Centre  for Contemporary Art or ACCA. It holds an important place in the Melbourne art world - in the Australian art scene. Artistic director Max Delaney and his creative team present exhibitions by both international and Australian artists. ACCA  also commissions new works and has a program of public talks and an education program for  teachers and students. <br><br>If you want pretty and easily digestible art (do you really?) then ACCA is perhaps not the place to visit. If you want to be challenged, moved, engaged, informed and sometimes  delighted then you will enjoy ACCA. <br><br>The building itself is beautiful as only rusted metal can be. Set on a bare sandy block it appears like an urban architectural reference to Uluru. The erstwhile controversial sculpture Vault (aka the Yellow Peril)  sits on the edge of the site in 'buttery' contrast to the red surfaces of ACCA itself. An exceptionally photogenic building especially its sharp edges against a clear blue Melbourne sky ( yes we do have them!). <br><br>ACCA has a modest bookshop and coffee cart (good coffee). Set aside at least an hour for a visit especially if you get a volunteer  who is totally  up to speed  with what is currently    showing. <br><br>On now until 24 June 2018 is 'Dwelling Poetically: Mexico City, a case study'. A rich collection of works by 12 artists who have a connection to Mexico City. Well worth a visit!";
"85";"Takes itself a bit too seriously....";"I like the fact that ACCA exists, and that it has a very specific mandate. From the outside, the architecture comprises a minimalist iron superstructure (which can appear imposing and rather unwelcome), but this does mean very large and airy exhibition spaces inside. The art is a mixed bag - I have been enthralled and appalled in equal measure, depending on the current exhibitions. Maybe that's what contemporary art is supposed to be about (no fence sitting), but at times the choice of work is simply designed to irritate. worse, the selections suggest that the curators are guilty of tokenism, or only include worthy work. It can all feel very po-faced and devoid of humour. So, do your research on the exhibits before heading over.";
"85";"unique";"I saw the Berlinde De Bruyckere show (which was the only thing here - this museum doesn't seem to have a permanent collection), I really loved it - it was really different from anything I've seen before, it's slightly shocking but it's thoughtful too (unlike - in my opinion - a lot of contemporary art).<br>Entry is free, the 'price' is the very long walk from the cbd - I think it's very worthwhile if you like art and have a free hour in Melbourne. Be sure to check the website for opening hours, a few years ago I walked all the way here and found it closed!";
"86";"Quirky humour in an atmospheric space.";"Saw English comedian, Daniel Kitson last night, doing his new show called Keep. It was part of the Comedy Festival, chuckling around Melbourne at present.<br>Laughed for two hours, but I couldn't explain his humour to anyone else! See him, hear him, laugh...<br>And what a fabulous venue! I didn't get there early enough to sample the food, but the beer and wine did it for me.<br>You could come here with friends just for good beer and ambience. And the great staff, of course. They certainly got into the comedic spirit! I laughed in the theatre and I laughed in the pub...";
"86";"Interesting venue";"Theatre built in an old brewery. Has an esoteric programme of plays, shows and performances. We were here for a First Nations Festival event.";
"86";"Cloudstreet Experience";"What a fantastic idea in staging a play this way. Loved enjoying the theatre this way, over an afternoon and evening with a meal break between. Great to see producers staging events this way instead of having to compress some dramas to fit a regular production time. <br>Love The Malthouse theatre as a venue.";
"86";"Cloudstreet a must";"Saw this production over 2 nights and I am still on a high. What an epic production I admire the effort of the actors. The production is true to the novel more so than the mini series was. There a couple of wow moments so no spoilers, it is a production not to be missed. My husband is not familiar with the story and was a little lost at times but he thoroughly enjoyed it as well. So even if you have not read the book - still go. There a couple of choices on how to view the production it can be done on the same day if you so choose.";
"86";"Metamorphosis by Opera Australia";"Dramatic, confronting and heart-breaking performance that brought Franz Kafka's unsettling story Metamorphosis to life. Wonderful singing by the entire cast. Very different to hear an opera with three baritones, one tenor (who was definitely not the hero), and two marvellous sopranos. Original, unusual music by a small chamber orchestra making dramatic sound effects at appropriate times. An amazing set, giving an x-ray image of domestic life and exposing the disintegration of normal family relations in the face of Gregor Samsa's tragic break-down. Simon Lobelson's performance as Gregor was simply astonishing, combining marvellous singing, convincing acting and extraordinary physicality as he metamorphosed from human form into something else.";
"86";"Industrial site now a theatre";"The Malthouse Theatre was once a working industrial malthouse, now it's a theatre. The Malthouse hosts live theatre, and it's a popular venue during Melbourne's Comedy Festival. It still has an industrial feel about it, you can get a drink and a meal next door at the Malthouse Bar, but don't leave it too late, it get busy around show time.. The Malthouse Theatre is near the National Gallery of Victoria (NGV),it's  not far from St Kila Road. Parking at night is OK, but getting the tram down St Kilda Road may be easier.";
